Symbol,Name,Sector,industry,exchangemarket
ITUB,Itau Unibanco Banco Holding SA,Finance,Major Banks,NYSE
ITC,ITC Holdings Corp.,Public Utilities,Electric Utilities: Central,NYSE
ESI,"ITT Educational Services, Inc.",Consumer Services,Other Consumer Services,NYSE
ITT,ITT Inc.,Capital Goods,Fluid Controls,NYSE
IVH,Ivy High Income Opportunities Fund,null,null,NYSE
JPM,J P Morgan Chase & Co,Finance,Major Banks,NYSE
JPM.WS,J P Morgan Chase & Co,null,null,NYSE
JPM^A,J P Morgan Chase & Co,Finance,Major Banks,NYSE
JPM^B,J P Morgan Chase & Co,null,null,NYSE
JPM^D,J P Morgan Chase & Co,null,null,NYSE
JPM^E,J P Morgan Chase & Co,null,null,NYSE
JPM^F,J P Morgan Chase & Co,null,null,NYSE
JPM^G,J P Morgan Chase & Co,null,null,NYSE
JPM^H,J P Morgan Chase & Co,Finance,Major Banks,NYSE
JAX,"J. Alexander&#39;s Holdings, Inc.",Consumer Services,Restaurants,NYSE
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,NYSE
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,NYSE
JBL,"Jabil Circuit, Inc.",Technology,Electrical Products,NYSE
JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,NYSE
JHX,James Hardie Industries plc.,Capital Goods,Building Materials,NYSE
JNS,"Janus Capital Group, Inc",Finance,Investment Managers,NYSE
JOF,Japan Smaller Capitalization Fund Inc,null,null,NYSE
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors,NYSE
JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,NYSE
JMPB,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,NYSE
JMPC,JMP Group LLC,Finance,Investment Bankers/Brokers/Service,NYSE
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,NYSE
BTO,John Hancock Financial Opportunities Fund,null,null,NYSE
HEQ,John Hancock Hedged Equity & Income Fund,null,null,NYSE
JHS,John Hancock Income Securities Trust,null,null,NYSE
JHI,John Hancock Investors Trust,null,null,NYSE
HPF,John Hancock Pfd Income Fund II,null,null,NYSE
HPI,John Hancock Preferred Income Fund,null,null,NYSE
HPS,John Hancock Preferred Income Fund III,null,null,NYSE
PDT,John Hancock Premium Dividend Fund,null,null,NYSE
HTD,John Hancock Tax Advantaged Dividend Income Fund,null,null,NYSE
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,null,null,NYSE
JW.A,"John Wiley & Sons, Inc.",null,null,NYSE
JW.B,"John Wiley & Sons, Inc.",null,null,NYSE
JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals,NYSE
JCI,"Johnson Controls, Inc.",Consumer Durables,Industrial Specialties,NYSE
JONE,"Jones Energy, Inc.",Energy,Oil & Gas Production,NYSE
JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate,NYSE
JOY,Joy Global Inc.,Energy,Industrial Machinery/Components,NYSE
JPEP,JP Energy Partners LP,Energy,Oil Refining/Marketing,NYSE
JFC,"JPMorgan China Region Fund, Inc.",null,null,NYSE
JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,NYSE
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,NYSE
JP,Jupai Holdings Limited,Consumer Services,Other Consumer Services,NYSE
JE,"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
LRN,K12 Inc,Consumer Services,Other Consumer Services,NYSE
KAI,Kadant Inc,Technology,Industrial Machinery/Components,NYSE
KDMN,"Kadmon Holdings, Inc.",Health Care,Major Pharmaceuticals,NYSE
KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties,NYSE
KSU,Kansas City Southern,Transportation,Railroads,NYSE
KSU^,Kansas City Southern,Transportation,Railroads,NYSE
KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper,NYSE
KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,NYSE
KATE,Kate Spade & Company,Consumer Non-Durables,Apparel,NYSE
KED,Kayne Anderson Energy Development Company,null,null,NYSE
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",null,null,NYSE
KMF,"Kayne Anderson Midstream Energy Fund, Inc",null,null,NYSE
KYN,Kayne Anderson MLP Investment Company,null,null,NYSE
KYN^F,Kayne Anderson MLP Investment Company,null,null,NYSE
KYN^G,Kayne Anderson MLP Investment Company,null,null,NYSE
KB,KB Financial Group Inc,Finance,Commercial Banks,NYSE
KBH,KB Home,Capital Goods,Homebuilding,NYSE
KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical,NYSE
KAP,"KCAP Financial, Inc.",null,null,NYSE
KCG,"KCG Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE
K,Kellogg Company,Consumer Non-Durables,Packaged Foods,NYSE
KEM,Kemet Corporation,Capital Goods,Electrical Products,NYSE
KMPA,Kemper Corporation,Finance,Property-Casualty Insurers,NYSE
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,NYSE
KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components,NYSE
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,NYSE
KWN,Kennedy-Wilson Holdings Inc.,Finance,Real Estate,NYSE
KEN,Kenon Holdings Ltd.,Consumer Services,Marine Transportation,NYSE
KEY,KeyCorp,Finance,Major Banks,NYSE
KEY^G,KeyCorp,null,null,NYSE
KEY^H,KeyCorp,null,null,NYSE
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components,NYSE
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
KRC^G,Kilroy Realty Corporation,null,null,NYSE
KRC^H,Kilroy Realty Corporation,null,null,NYSE
KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging,NYSE
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
KIM^I,Kimco Realty Corporation,null,null,NYSE
KIM^J,Kimco Realty Corporation,null,null,NYSE
KIM^K,Kimco Realty Corporation,null,null,NYSE
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution,NYSE
KMI.WS,"Kinder Morgan, Inc.",null,null,NYSE
KMI^A,"Kinder Morgan, Inc.",null,null,NYSE
KND,"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management,NYSE
KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers,NYSE
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals,NYSE
KEX,Kirby Corporation,Consumer Services,Marine Transportation,NYSE
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts,NYSE
KKR,KKR & Co. L.P.,Finance,Investment Managers,NYSE
KKR^A,KKR & Co. L.P.,null,null,NYSE
KKR^B,KKR & Co. L.P.,null,null,NYSE
KFH,KKR Financial Holdings LLC,Finance,Finance: Consumer Services,NYSE
KFI,KKR Financial Holdings LLC,Finance,Finance: Consumer Services,NYSE
KFN^,KKR Financial Holdings LLC,null,null,NYSE
KIO,KKR Income Opportunities Fund,null,null,NYSE
KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals,NYSE
KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services,NYSE
KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services,NYSE
KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,NYSE
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,NYSE
PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances,NYSE
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products,NYSE
KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,NYSE
KEF,"Korea Equity Fund, Inc.",null,null,NYSE
KF,"Korea Fund, Inc. (The)",null,null,NYSE
KFY,Korn/Ferry International,Technology,Diversified Commercial Services,NYSE
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,NYSE
KRA,"Kraton Performance Polymers, Inc",Basic Industries,Major Chemicals,NYSE
KR,Kroger Company (The),Consumer Services,Food Chains,NYSE
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals,NYSE
KT,KT Corporation,Public Utilities,Telecommunications Equipment,NYSE
KYO,Kyocera Corporation,Technology,Semiconductors,NYSE
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components,NYSE
LLL,"L-3 Communications Holdings, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
LQ,La Quinta Holdings Inc.,Consumer Services,Hotels/Resorts,NYSE
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities,NYSE
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,NYSE
LDR,"Landauer, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals,NYSE
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production,NYSE
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts,NYSE
LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,NYSE
LHO^H,LaSalle Hotel Properties,null,null,NYSE
LHO^I,LaSalle Hotel Properties,null,null,NYSE
LHO^J,LaSalle Hotel Properties,null,null,NYSE
LFL,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services,NYSE
LDF,"Latin American Discovery Fund, Inc. (The)",null,null,NYSE
LGI,Lazard Global Total Return and Income Fund,null,null,NYSE
LAZ,Lazard Ltd.,Finance,Investment Managers,NYSE
LOR,"Lazard World Dividend & Income Fund, Inc.",null,null,NYSE
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings,NYSE
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines,NYSE
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,null,null,NYSE
LM,"Legg Mason, Inc.",Finance,Investment Managers,NYSE
LMHA,"Legg Mason, Inc.",Finance,Investment Managers,NYSE
LMHB,"Legg Mason, Inc.",null,null,NYSE
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings,NYSE
CVB,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
JBK,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KCC,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
KTP,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
XKE,Lehman ABS Corporation,Finance,Finance: Consumer Services,NYSE
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,NYSE
LEJU,Leju Holdings Limited,Finance,Real Estate,NYSE
LC,LendingClub Corporation,Miscellaneous,Business Services,NYSE
LEN,Lennar Corporation,Basic Industries,Homebuilding,NYSE
LEN.B,Lennar Corporation,Basic Industries,Homebuilding,NYSE
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
LUK,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NYSE
LVLT,"Level 3 Communications, Inc.",Public Utilities,Telecommunications Equipment,NYSE
LXP,Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE
LXP^C,Lexington Realty Trust,null,null,NYSE
LXK,"Lexmark International, Inc.",Technology,Computer Manufacturing,NYSE
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components,NYSE
USA,Liberty All-Star Equity Fund,null,null,NYSE
ASG,"Liberty All-Star Growth Fund, Inc.",null,null,NYSE
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts,NYSE
LSI,"Life Storage, Inc.",null,null,NYSE
LOCK,"LifeLock, Inc.",Technology,EDP Services,NYSE
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution,NYSE
LNC,Lincoln National Corporation,Finance,Life Insurance,NYSE
LNC.WS,Lincoln National Corporation,null,null,NYSE
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,NYSE
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing",NYSE
LNKD,LinkedIn Corporation,Technology,"Computer Software: Programming, Data Processing",NYSE
LGF,Lions Gate Entertainment Corporation,Consumer Services,Movies/Entertainment,NYSE
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks,NYSE
SCD,LMP Capital and Income Fund Inc.,null,null,NYSE
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical,NYSE
L,Loews Corporation,Finance,Property-Casualty Insurers,NYSE
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products,NYSE
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials,NYSE
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals,NYSE
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants,NYSE
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,NYSE
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals,NYSE
LXFT,"Luxoft Holding, Inc.",Technology,EDP Services,NYSE
LUX,"Luxottica Group, S.p.A.",Health Care,Ophthalmic Goods,NYSE
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
WLH,Lyon William Homes,Capital Goods,Homebuilding,NYSE
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals,NYSE
MTB,M&T Bank Corporation,Finance,Major Banks,NYSE
MTB.WS,M&T Bank Corporation,null,null,NYSE
MTB^,M&T Bank Corporation,null,null,NYSE
MTB^C,M&T Bank Corporation,null,null,NYSE
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding,NYSE
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding,NYSE
MHO^A,"M/I Homes, Inc.",null,null,NYSE
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts,NYSE
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,null,null,NYSE
MIC,Macquarie Infrastructure Company,Energy,Oil Refining/Marketing,NYSE
MFD,Macquarie/First Trust Global,null,null,NYSE
BMA,Macro Bank Inc.,Finance,Commercial Banks,NYSE
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,NYSE
MCN,Madison Covered Call & Equity Strategy Fund,null,null,NYSE
MSP,Madison Strategic Sector Premium Fund,null,null,NYSE
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution,NYSE
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors,NYSE
MH^A,"Maiden Holdings, Ltd.",null,null,NYSE
MH^C,"Maiden Holdings, Ltd.",null,null,NYSE
MHLA,"Maiden Holdings, Ltd.",null,null,NYSE
MHNB,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,NYSE
MHNC,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,NYSE
MAIN,Main Street Capital Corporation,null,null,NYSE
MSCA,Main Street Capital Corporation,null,null,NYSE
MMD,MainStay DefinedTerm Municipal Opportunities Fund,null,null,NYSE
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals,NYSE
MZF,Managed Duration Investment Grade Municipal Fund,null,null,NYSE
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Constructionullg Equipment/Trucks,NYSE
MFS,"Manitowoc Food Service, Inc.",Technology,Industrial Machinery/Components,NYSE
MN,"Manning & Napier, Inc.",Finance,Investment Managers,NYSE
MAN,ManpowerGroup,Technology,Professional Services,NYSE
MFC,Manulife Financial Corp,Finance,Life Insurance,NYSE
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production,NYSE
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies,NYSE
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate,NYSE
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment,NYSE
MRIN,Marin Software Incorporated,Technology,EDP Services,NYSE
MHG,Marine Harvest ASA,null,null,NYSE
MPX,Marine Products Corporation,Capital Goods,Marine Transportation,NYSE
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores,NYSE
MKL,Markel Corporation,Finance,Property-Casualty Insurers,NYSE
VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate,NYSE
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers,NYSE
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
MAS,Masco Corporation,Basic Industries,Forest Products,NYSE
DOOR,Masonite International Corporation,Basic Industries,Forest Products,NYSE
MTZ,"MasTec, Inc.",Basic Industries,Water Supply,NYSE
MA,Mastercard Incorporated,Miscellaneous,Business Services,NYSE
MTDR,Matador Resources Company,Energy,Oil & Gas Production,NYSE
MTRN,Materion Corporation,Capital Goods,Industrial Specialties,NYSE
MATX,"Matson, Inc.",Consumer Services,Marine Transportation,NYSE
MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate,NYSE
MMS,"Maximus, Inc.",Miscellaneous,Business Services,NYSE
MXL,"MaxLinear, Inc",Technology,Semiconductors,NYSE
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers,NYSE
MNI,McClatchy Company (The),Consumer Services,Newspapers/Magazines,NYSE
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods,NYSE
MKC.V,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods,NYSE
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications,NYSE
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,NYSE
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals,NYSE
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,NYSE
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
MJN,Mead Johnson Nutrition Company,Consumer Non-Durables,Packaged Foods,NYSE
MTL,Mechel PAO,Basic Industries,Steel/Iron Ore,NYSE
MTL^,Mechel PAO,null,null,NYSE
MEG,"Media General, Inc.",Consumer Services,Broadcasting,NYSE
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods,NYSE
MCC,Medley Capital Corporation,null,null,NYSE
MCQ,Medley Capital Corporation,null,null,NYSE
MCV,Medley Capital Corporation,null,null,NYSE
MCX,Medley Capital Corporation,null,null,NYSE
MDLX,Medley Capital Corporation,null,null,NYSE
MDLY,Medley Management Inc.,Finance,Investment Managers,NYSE
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management,NYSE
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals,NYSE
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers,NYSE
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,NYSE
MTH,Meritage Corporation,Capital Goods,Homebuilding,NYSE
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
MER^K,"Merrill Lynch & Co., Inc.",null,null,NYSE
MER^P,"Merrill Lynch & Co., Inc.",null,null,NYSE
PIY,"Merrill Lynch Depositor, Inc.",Finance,Finance: Consumer Services,NYSE
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production,NYSE
MSB,Mesabi Trust,Basic Industries,Precious Metals,NYSE
MPG,Metaldyne Performance Group Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products,NYSE
MET,"MetLife, Inc.",Finance,Life Insurance,NYSE
MET^A,"MetLife, Inc.",null,null,NYSE
MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
MXE,"Mexico Equity and Income Fund, Inc. (The)",null,null,NYSE
MXF,"Mexico Fund, Inc. (The)",null,null,NYSE
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MFA^B,"MFA Financial, Inc.",null,null,NYSE
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MFCB,MFC Bancorp Ltd.,Consumer Durables,Steel/Iron Ore,NYSE
MCR,MFS Charter Income Trust,null,null,NYSE
MGF,MFS Government Markets Income Trust,null,null,NYSE
MIN,MFS Intermediate Income Trust,null,null,NYSE
MMT,MFS Multimarket Income Trust,null,null,NYSE
MFM,MFS Municipal Income Trust,null,null,NYSE
MFV,MFS Special Value Trust,null,null,NYSE
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers,NYSE
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts,NYSE
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts,NYSE
KORS,Michael Kors Holdings Limited,Consumer Non-Durables,Apparel,NYSE
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MEP,"Midcoast Energy Partners, L.P.",Public Utilities,Oil & Gas Production,NYSE
MSL,MidSouth Bancorp,Finance,Major Banks,NYSE
MCRN,Milacron Holdings Corp.,Technology,Industrial Machinery/Components,NYSE
MLR,"Miller Industries, Inc.",Capital Goods,Constructionullg Equipment/Trucks,NYSE
HIE,Miller/Howard High Income Equity Fund,null,null,NYSE
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals,NYSE
MP^D,Mississippi Power Company,null,null,NYSE
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical,NYSE
MTU,Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks,NYSE
MIXT,MiX Telematics Limited,Technology,Computer Software: Prepackaged Software,NYSE
MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks,NYSE
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment,NYSE
MBLY,Mobileye N.V.,Technology,Computer Software: Prepackaged Software,NYSE
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing",NYSE
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.,NYSE
MC,Moelis & Company,Finance,Investment Managers,NYSE
MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings,NYSE
MOH,Molina Healthcare Inc,Health Care,Medical Specialities,NYSE
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
TAP.A,Molson Coors Brewing  Company,null,null,NYSE
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
MNR^A,Monmouth Real Estate Investment Corporation,null,null,NYSE
MNR^B,Monmouth Real Estate Investment Corporation,null,null,NYSE
MORE          ,"Monogram Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
MON,Monsanto Company,Basic Industries,Agricultural Chemicals,NYSE
MWW,"Monster Worldwide, Inc.",Technology,Professional Services,NYSE
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,NYSE
MOG.A,Moog Inc.,null,null,NYSE
MOG.B,Moog Inc.,null,null,NYSE
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service,NYSE
MS^A,Morgan Stanley,null,null,NYSE
MS^E,Morgan Stanley,null,null,NYSE
MS^F,Morgan Stanley,null,null,NYSE
MS^G,Morgan Stanley,null,null,NYSE
MS^I,Morgan Stanley,null,null,NYSE
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",null,null,NYSE
CAF,Morgan Stanley China A Share Fund Inc.,null,null,NYSE
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",null,null,NYSE
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",null,null,NYSE
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",null,null,NYSE
IIF,"Morgan Stanley India Investment Fund, Inc.",null,null,NYSE
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals,NYSE
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties,NYSE
MPLX,MPLX LP,Energy,Natural Gas Distribution,NYSE
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components,NYSE
ICB,"MS Income Securities, Inc.",null,null,NYSE
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,Finance,Finance: Consumer Services,NYSE
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties,NYSE
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
MSCI,MSCI Inc,Miscellaneous,Business Services,NYSE
MSG,MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
MSGN,MSG Networks Inc.,Consumer Services,Television Services,NYSE
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications,NYSE
MWA,MUELLER WATER PRODUCTS,Capital Goods,Metal Fabrications,NYSE
MPSX,Multi Packaging Solutions International Limited,Consumer Durables,Containers/Packaging,NYSE
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production,NYSE
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket,NYSE
MVO,MV Oil Trust,Energy,Oil & Gas Production,NYSE
MVC,"MVC Capital, Inc.",null,null,NYSE
MVCB,"MVC Capital, Inc.",null,null,NYSE
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products,NYSE
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production,NYSE
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances,NYSE
NTP,Nam Tai Property Inc.,Finance,Real Estate,NYSE
NBHC,National Bank Holdings Corporation,Finance,Major Banks,NYSE
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission,NYSE
NGG,"National Grid Transco, PLC",Public Utilities,Natural Gas Distribution,NYSE
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications,NYSE
NPK,"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories,NYSE
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts,NYSE
NNN^D,National Retail Properties,null,null,NYSE
NNN^E,National Retail Properties,null,null,NYSE
SID,National Steel Company,Capital Goods,Steel/Iron Ore,NYSE
NSA,National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts,NYSE
NSM,Nationstar Mortgage Holdings Inc.,Finance,Finance: Consumer Services,NYSE
NW^C,Natl Westminster Pfd,Finance,Commercial Banks,NYSE
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment,NYSE
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains,NYSE
NRP,Natural Resource Partners LP,Energy,Coal Mining,NYSE
